epoch,acc,loss,mean_absolute_error,top_k_categorical_accuracy,val_acc,val_loss,val_mean_absolute_error,val_top_k_categorical_accuracy
0,0.5124,1.65038133264,0.0114491668407,0.8972,0.6819,0.974137206999,0.00772697823782,0.9664
1,0.7226,0.819628521377,0.00749143961417,0.9786,0.7437,0.815124603549,0.00602384511498,0.9885
